"x","y"
0,0
0,0.0181818181818182
0,0.0363636363636364
0,0.0545454545454545
0,0.0727272727272727
0,0.0909090909090909
0.0040650406504065,0.0909090909090909
0.0040650406504065,0.109090909090909
0.00813008130081301,0.109090909090909
0.0121951219512195,0.109090909090909
0.0121951219512195,0.127272727272727
0.016260162601626,0.127272727272727
0.016260162601626,0.145454545454545
0.016260162601626,0.163636363636364
0.016260162601626,0.181818181818182
0.016260162601626,0.2
0.016260162601626,0.218181818181818
0.016260162601626,0.236363636363636
0.016260162601626,0.254545454545455
0.0203252032520325,0.254545454545455
0.0203252032520325,0.272727272727273
0.0203252032520325,0.290909090909091
0.024390243902439,0.290909090909091
0.024390243902439,0.309090909090909
0.0284552845528455,0.309090909090909
0.0284552845528455,0.327272727272727
0.0284552845528455,0.345454545454545
0.032520325203252,0.345454545454545
0.032520325203252,0.363636363636364
0.032520325203252,0.381818181818182
0.032520325203252,0.4
0.0365853658536585,0.4
0.040650406504065,0.4
0.040650406504065,0.418181818181818
0.040650406504065,0.436363636363636
0.040650406504065,0.454545454545455
0.0447154471544715,0.454545454545455
0.0487804878048781,0.454545454545455
0.0487804878048781,0.472727272727273
0.0528455284552846,0.472727272727273
0.0528455284552846,0.490909090909091
0.0569105691056911,0.490909090909091
0.0609756097560976,0.490909090909091
0.0609756097560976,0.509090909090909
0.0650406504065041,0.509090909090909
0.0650406504065041,0.527272727272727
0.0691056910569106,0.527272727272727
0.0731707317073171,0.527272727272727
0.0772357723577236,0.527272727272727
0.0813008130081301,0.527272727272727
0.0853658536585366,0.527272727272727
0.0894308943089431,0.527272727272727
0.0894308943089431,0.545454545454545
0.0934959349593496,0.545454545454545
0.0934959349593496,0.563636363636364
0.0975609756097561,0.563636363636364
0.101626016260163,0.563636363636364
0.105691056910569,0.563636363636364
0.109756097560976,0.563636363636364
0.113821138211382,0.563636363636364
0.117886178861789,0.563636363636364
0.121951219512195,0.563636363636364
0.126016260162602,0.563636363636364
0.126016260162602,0.581818181818182
0.130081300813008,0.581818181818182
0.134146341463415,0.581818181818182
0.138211382113821,0.581818181818182
0.142276422764228,0.581818181818182
0.142276422764228,0.6
0.146341463414634,0.6
0.150406504065041,0.6
0.154471544715447,0.6
0.154471544715447,0.618181818181818
0.154471544715447,0.636363636363636
0.154471544715447,0.654545454545455
0.154471544715447,0.672727272727273
0.158536585365854,0.672727272727273
0.16260162601626,0.672727272727273
0.166666666666667,0.672727272727273
0.170731707317073,0.672727272727273
0.17479674796748,0.672727272727273
0.178861788617886,0.672727272727273
0.182926829268293,0.672727272727273
0.182926829268293,0.690909090909091
0.186991869918699,0.690909090909091
0.191056910569106,0.690909090909091
0.195121951219512,0.690909090909091
0.199186991869919,0.690909090909091
0.203252032520325,0.690909090909091
0.207317073170732,0.690909090909091
0.211382113821138,0.690909090909091
0.215447154471545,0.690909090909091
0.219512195121951,0.690909090909091
0.223577235772358,0.690909090909091
0.227642276422764,0.690909090909091
0.231707317073171,0.690909090909091
0.235772357723577,0.690909090909091
0.239837398373984,0.690909090909091
0.24390243902439,0.690909090909091
0.247967479674797,0.690909090909091
0.252032520325203,0.690909090909091
0.25609756097561,0.690909090909091
0.260162601626016,0.690909090909091
0.260162601626016,0.709090909090909
0.264227642276423,0.709090909090909
0.268292682926829,0.709090909090909
0.272357723577236,0.709090909090909
0.276422764227642,0.709090909090909
0.280487804878049,0.709090909090909
0.280487804878049,0.727272727272727
0.284552845528455,0.727272727272727
0.284552845528455,0.745454545454545
0.288617886178862,0.745454545454545
0.288617886178862,0.763636363636364
0.292682926829268,0.763636363636364
0.292682926829268,0.781818181818182
0.296747967479675,0.781818181818182
0.300813008130081,0.781818181818182
0.300813008130081,0.8
0.304878048780488,0.8
0.308943089430894,0.8
0.313008130081301,0.8
0.317073170731707,0.8
0.317073170731707,0.818181818181818
0.321138211382114,0.818181818181818
0.321138211382114,0.836363636363636
0.321138211382114,0.854545454545454
0.32520325203252,0.854545454545454
0.329268292682927,0.854545454545454
0.333333333333333,0.854545454545454
0.33739837398374,0.854545454545454
0.341463414634146,0.854545454545454
0.345528455284553,0.854545454545454
0.349593495934959,0.854545454545454
0.353658536585366,0.854545454545454
0.357723577235772,0.854545454545454
0.361788617886179,0.854545454545454
0.365853658536585,0.854545454545454
0.365853658536585,0.872727272727273
0.369918699186992,0.872727272727273
0.373983739837398,0.872727272727273
0.373983739837398,0.890909090909091
0.378048780487805,0.890909090909091
0.382113821138211,0.890909090909091
0.386178861788618,0.890909090909091
0.390243902439024,0.890909090909091
0.394308943089431,0.890909090909091
0.398373983739837,0.890909090909091
0.402439024390244,0.890909090909091
0.40650406504065,0.890909090909091
0.410569105691057,0.890909090909091
0.414634146341463,0.890909090909091
0.41869918699187,0.890909090909091
0.422764227642276,0.890909090909091
0.422764227642276,0.909090909090909
0.426829268292683,0.909090909090909
0.426829268292683,0.927272727272727
0.430894308943089,0.927272727272727
0.434959349593496,0.927272727272727
0.434959349593496,0.945454545454545
0.439024390243902,0.945454545454545
0.443089430894309,0.945454545454545
0.447154471544715,0.945454545454545
0.451219512195122,0.945454545454545
0.455284552845528,0.945454545454545
0.459349593495935,0.945454545454545
0.463414634146341,0.945454545454545
0.467479674796748,0.945454545454545
0.471544715447154,0.945454545454545
0.475609756097561,0.945454545454545
0.479674796747967,0.945454545454545
0.483739837398374,0.945454545454545
0.48780487804878,0.945454545454545
0.491869918699187,0.945454545454545
0.495934959349593,0.945454545454545
0.5,0.945454545454545
0.504065040650406,0.945454545454545
0.508130081300813,0.945454545454545
0.51219512195122,0.945454545454545
0.516260162601626,0.945454545454545
0.520325203252033,0.945454545454545
0.524390243902439,0.945454545454545
0.528455284552846,0.945454545454545
0.532520325203252,0.945454545454545
0.536585365853659,0.945454545454545
0.540650406504065,0.945454545454545
0.540650406504065,0.963636363636364
0.544715447154472,0.963636363636364
0.548780487804878,0.963636363636364
0.552845528455285,0.963636363636364
0.556910569105691,0.963636363636364
0.560975609756098,0.963636363636364
0.565040650406504,0.963636363636364
0.569105691056911,0.963636363636364
0.573170731707317,0.963636363636364
0.577235772357724,0.963636363636364
0.58130081300813,0.963636363636364
0.585365853658537,0.963636363636364
0.589430894308943,0.963636363636364
0.59349593495935,0.963636363636364
0.597560975609756,0.963636363636364
0.601626016260163,0.963636363636364
0.605691056910569,0.963636363636364
0.609756097560976,0.963636363636364
0.613821138211382,0.963636363636364
0.613821138211382,0.981818181818182
0.617886178861789,0.981818181818182
0.621951219512195,0.981818181818182
0.626016260162602,0.981818181818182
0.630081300813008,0.981818181818182
0.634146341463415,0.981818181818182
0.638211382113821,0.981818181818182
0.642276422764228,0.981818181818182
0.646341463414634,0.981818181818182
0.650406504065041,0.981818181818182
0.654471544715447,0.981818181818182
0.658536585365854,0.981818181818182
0.66260162601626,0.981818181818182
0.666666666666667,0.981818181818182
0.670731707317073,0.981818181818182
0.67479674796748,0.981818181818182
0.678861788617886,0.981818181818182
0.682926829268293,0.981818181818182
0.686991869918699,0.981818181818182
0.691056910569106,0.981818181818182
0.695121951219512,0.981818181818182
0.699186991869919,0.981818181818182
0.703252032520325,0.981818181818182
0.707317073170732,0.981818181818182
0.711382113821138,0.981818181818182
0.715447154471545,0.981818181818182
0.719512195121951,0.981818181818182
0.723577235772358,0.981818181818182
0.727642276422764,0.981818181818182
0.731707317073171,0.981818181818182
0.735772357723577,0.981818181818182
0.739837398373984,0.981818181818182
0.74390243902439,0.981818181818182
0.747967479674797,0.981818181818182
0.752032520325203,0.981818181818182
0.75609756097561,0.981818181818182
0.760162601626016,0.981818181818182
0.764227642276423,0.981818181818182
0.768292682926829,0.981818181818182
0.772357723577236,0.981818181818182
0.776422764227642,0.981818181818182
0.780487804878049,0.981818181818182
0.784552845528455,0.981818181818182
0.788617886178862,0.981818181818182
0.792682926829268,0.981818181818182
0.796747967479675,0.981818181818182
0.800813008130081,0.981818181818182
0.804878048780488,0.981818181818182
0.808943089430894,0.981818181818182
0.813008130081301,0.981818181818182
0.813008130081301,1
0.817073170731707,1
0.821138211382114,1
0.82520325203252,1
0.829268292682927,1
0.833333333333333,1
0.83739837398374,1
0.841463414634146,1
0.845528455284553,1
0.849593495934959,1
0.853658536585366,1
0.857723577235772,1
0.861788617886179,1
0.865853658536585,1
0.869918699186992,1
0.873983739837398,1
0.878048780487805,1
0.882113821138211,1
0.886178861788618,1
0.890243902439024,1
0.894308943089431,1
0.898373983739837,1
0.902439024390244,1
0.90650406504065,1
0.910569105691057,1
0.914634146341463,1
0.91869918699187,1
0.922764227642276,1
0.926829268292683,1
0.930894308943089,1
0.934959349593496,1
0.939024390243902,1
0.943089430894309,1
0.947154471544715,1
0.951219512195122,1
0.955284552845528,1
0.959349593495935,1
0.963414634146341,1
0.967479674796748,1
0.971544715447154,1
0.975609756097561,1
0.979674796747967,1
0.983739837398374,1
0.98780487804878,1
0.991869918699187,1
0.995934959349594,1
1,1
